conv_id,turn_id,bertqpp_bi_oof
top25_dial51,2,0.605189859867096
top25_dial51,3,0.4512813687324524
top25_dial51,4,0.2944381833076477
top25_dial51,5,0.30256518721580505
top25_dial51,6,-0.0647292211651802
hobby_level3_dial35,1,0.4296444356441498
hobby_level3_dial35,2,0.558790385723114
hobby_level3_dial35,3,0.3950296640396118
hobby_level3_dial35,4,0.3767167329788208
hobby_level3_dial35,5,0.036014024168252945
hobby_level3_dial35,6,0.4889592230319977
hobby_level3_dial35,7,0.3104681670665741
food_level1_dial11,1,0.8068196773529053
food_level1_dial11,2,0.7851877808570862
food_level1_dial11,3,0.6424817442893982
food_level1_dial11,4,0.35471999645233154
food_level1_dial11,5,0.4829099476337433
food_level1_dial11,6,0.6080588102340698
hobby_level2_dial21,1,0.6290797591209412
hobby_level2_dial21,2,0.5460311770439148
hobby_level2_dial21,3,0.2866732180118561
hobby_level2_dial21,4,0.23354563117027283
food_level2_dial4,1,0.6692389249801636
food_level2_dial4,2,0.5868702530860901
food_level2_dial4,3,0.40893667936325073
food_level2_dial4,4,0.5343223214149475
food_level2_dial4,5,0.46266552805900574
food_level2_dial4,6,0.2629327178001404
hobby_level3_dial1,1,0.0901862382888794
hobby_level3_dial1,2,0.49727508425712585
hobby_level3_dial1,3,0.32245558500289917
hobby_level3_dial1,4,0.28377342224121094
hobby_level3_dial1,5,0.11270707100629807
hobby_level3_dial1,6,0.18377268314361572
hobby_level1_dial18,1,0.31094878911972046
hobby_level1_dial18,2,0.3384026288986206
hobby_level1_dial18,3,0.2597915828227997
hobby_level1_dial18,4,0.4594741761684418
hobby_level1_dial18,5,0.334011435508728
hobby_level1_dial18,6,0.7250604629516602
food_level1_dial12,1,0.6453972458839417
food_level1_dial12,2,0.5020312666893005
food_level1_dial12,3,0.5146031975746155
food_level1_dial12,4,0.5517677068710327
food_level1_dial12,5,0.3475048542022705
food_level1_dial12,6,0.4915994107723236
top25_dial52,1,0.7233614325523376
top25_dial52,2,0.4658501148223877
hobby_level3_dial36,1,0.39794206619262695
hobby_level3_dial36,2,0.4053906798362732
hobby_level3_dial36,3,0.4546511769294739
food_level3_dial3,1,0.4632217586040497
food_level3_dial3,2,0.541300356388092
food_level3_dial3,3,0.4023563861846924
food_level3_dial3,4,0.3414192199707031
food_level3_dial3,5,0.5139548778533936
food_level3_dial3,6,0.3033406138420105
hobby_level2_dial22,1,0.41183269023895264
hobby_level2_dial22,2,0.8093451261520386
hobby_level2_dial22,3,0.323591023683548
hobby_level2_dial22,4,0.8220768570899963
hobby_level2_dial22,5,0.11614495515823364
hobby_level2_dial22,6,0.391165554523468
food_level2_dial5,1,0.6438172459602356
food_level2_dial5,2,0.4697572588920593
food_level2_dial5,3,0.12105356156826019
food_level1_dial13,1,0.46197837591171265
food_level1_dial13,2,0.4528507590293884
food_level1_dial13,3,0.24251295626163483
hobby_level3_dial37,1,0.5714187026023865
hobby_level3_dial37,2,0.32422810792922974
hobby_level3_dial37,3,0.4972200393676758
hobby_level3_dial37,4,0.4167160987854004
hobby_level3_dial37,5,0.3348802924156189
hobby_level3_dial37,6,0.3487541079521179
hobby_level3_dial10,1,0.6847302913665771
hobby_level3_dial10,2,0.47021329402923584
hobby_level3_dial10,3,0.16422657668590546
hobby_level3_dial10,4,0.166212797164917
food_level2_dial13,1,0.36681288480758667
food_level2_dial13,2,0.4184289872646332
food_level2_dial13,3,0.22469811141490936
food_level2_dial13,4,0.34861910343170166
food_level2_dial13,5,0.2195533961057663
food_level2_dial13,6,0.30914145708084106
food_level3_dial30,1,0.5766565799713135
food_level3_dial30,2,0.24249178171157837
food_level3_dial30,3,0.24316543340682983
food_level3_dial30,4,0.24210189282894135
food_level3_dial30,5,0.36137139797210693
food_level3_dial30,6,0.23585686087608337
food_level3_dial30,7,0.20293506979942322
food_level1_dial14,1,0.7007716298103333
food_level1_dial14,2,0.6781689524650574
food_level1_dial14,3,0.6411359906196594
food_level1_dial14,4,0.5954477787017822
food_level1_dial14,5,0.5395987033843994
food_level1_dial14,6,0.3723613917827606
hobby_level1_dial19,1,0.37519943714141846
hobby_level1_dial19,2,0.36873042583465576
hobby_level1_dial19,3,0.45257920026779175
hobby_level1_dial19,4,0.603981077671051
hobby_level1_dial19,5,0.48962900042533875
hobby_level1_dial19,6,0.4570832848548889
top25_dial53,1,0.5895435214042664
top25_dial53,2,0.5565299987792969
top25_dial53,3,0.35649722814559937
top25_dial53,4,0.5539767742156982
top25_dial53,5,0.5254437923431396
top25_dial53,6,0.3184581696987152
food_level3_dial31,1,0.3130488693714142
food_level3_dial31,2,0.5118191242218018
food_level3_dial31,3,0.5584873557090759
food_level3_dial31,4,0.571336030960083
food_level3_dial31,5,0.025686273351311684
food_level3_dial31,6,0.2686946392059326
hobby_level1_dial2,1,0.44710004329681396
hobby_level1_dial2,2,0.48131582140922546
hobby_level1_dial2,3,0.14362113177776337
hobby_level1_dial2,4,0.6761304140090942
hobby_level1_dial2,5,0.1630321890115738
hobby_level1_dial2,6,0.2506404519081116
food_level2_dial14,1,0.48340409994125366
food_level2_dial14,2,1.1095926761627197
food_level2_dial14,3,0.7440101504325867
food_level2_dial14,4,0.59023517370224
food_level2_dial14,5,0.4032350182533264
food_level2_dial14,6,0.4256393611431122
hobby_level3_dial38,1,0.3864653706550598
hobby_level3_dial38,2,0.46193909645080566
hobby_level3_dial38,3,0.37925970554351807
hobby_level3_dial38,4,0.41272467374801636
hobby_level3_dial38,5,0.38949859142303467
hobby_level3_dial38,6,0.20169919729232788
hobby_level2_dial23,1,0.26995834708213806
hobby_level2_dial23,2,0.6052120327949524
hobby_level2_dial23,3,0.4870574176311493
hobby_level2_dial23,4,0.40821823477745056
hobby_level2_dial23,5,0.3374497890472412
hobby_level2_dial23,6,0.5783089995384216
hobby_level3_dial11,1,0.4193468689918518
hobby_level3_dial11,2,0.3098958730697632
hobby_level3_dial11,3,0.2670885920524597
hobby_level3_dial11,4,0.3557669520378113
hobby_level3_dial11,5,0.4084323048591614
hobby_level3_dial11,6,0.4566218852996826
hobby_level3_dial11,7,0.18703950941562653
food_level1_dial15,1,0.5969425439834595
food_level1_dial15,2,0.7110878825187683
food_level1_dial15,3,0.43724483251571655
food_level1_dial15,4,0.5220094323158264
food_level1_dial15,5,0.3632902503013611
food_level1_dial15,6,0.7014747262001038
food_level3_dial32,1,0.5429080128669739
food_level3_dial32,2,0.503750741481781
food_level3_dial32,3,0.706109881401062
food_level3_dial32,4,0.2707766890525818
food_level3_dial32,5,0.3036268353462219
food_level3_dial32,6,0.3477986454963684
top25_dial25,1,0.3742927610874176
top25_dial25,2,0.3893892168998718
top25_dial25,3,0.4080665707588196
top25_dial25,4,0.38692471385002136
top25_dial25,5,0.4175667464733124
top25_dial25,6,0.40106257796287537
hobby_level3_dial4,1,0.33247050642967224
hobby_level3_dial4,2,0.46815022826194763
hobby_level3_dial4,3,0.32225823402404785
hobby_level1_dial20,1,0.48569580912590027
hobby_level1_dial20,2,0.42569872736930847
hobby_level1_dial20,3,0.1992255598306656
hobby_level1_dial20,4,0.4521770775318146
hobby_level1_dial20,5,0.32983317971229553
hobby_level1_dial20,6,0.151351660490036
food_level2_dial15,1,0.5188241600990295
food_level2_dial15,2,0.47101983428001404
food_level2_dial15,3,0.4804146885871887
food_level2_dial15,4,0.3201309144496918
food_level2_dial15,5,0.07992446422576904
food_level2_dial15,6,0.4644787609577179
food_level3_dial33,1,0.499460905790329
food_level3_dial33,2,0.5540640950202942
food_level3_dial33,3,0.45930325984954834
food_level3_dial33,4,0.507050633430481
hobby_level3_dial13,1,0.36806464195251465
hobby_level3_dial13,2,0.574788510799408
hobby_level3_dial13,3,0.37845611572265625
hobby_level3_dial13,4,0.515940248966217
hobby_level3_dial13,5,0.5169797539710999
hobby_level3_dial13,6,0.40418151021003723
food_level1_dial16,1,0.434670627117157
food_level1_dial16,2,0.21061941981315613
food_level1_dial16,3,0.5622894167900085
food_level1_dial16,4,0.4559524357318878
food_level1_dial16,5,0.36335304379463196
food_level1_dial16,6,0.38260653614997864
food_level2_dial16,1,0.4811132550239563
food_level2_dial16,2,0.7925002574920654
food_level2_dial16,3,0.522401750087738
food_level2_dial16,4,0.7541252374649048
food_level2_dial16,5,0.8967550992965698
food_level2_dial16,6,0.6448737978935242
hobby_level3_dial5,1,0.698962390422821
hobby_level3_dial5,2,0.18959560990333557
hobby_level3_dial5,3,0.7042404413223267
hobby_level3_dial5,4,0.07424886524677277
hobby_level3_dial5,5,0.7864900827407837
hobby_level3_dial5,6,0.4841363728046417
food_level3_dial34,1,0.6244032979011536
food_level3_dial34,2,0.5517868399620056
food_level3_dial34,3,0.3225935399532318
food_level3_dial34,4,0.5652657151222229
food_level3_dial34,5,1.0062083005905151
food_level3_dial34,6,0.42950737476348877
food_level1_dial17,1,0.07233873009681702
food_level1_dial17,2,0.5313963890075684
food_level1_dial17,3,0.4939675033092499
food_level1_dial17,4,0.5548083782196045
food_level1_dial17,5,0.39684849977493286
food_level1_dial17,6,0.3201602101325989
food_level2_dial17,1,0.6735042929649353
food_level2_dial17,2,0.4101281762123108
food_level2_dial17,3,0.30294960737228394
food_level2_dial17,4,0.624627947807312
food_level2_dial17,5,0.4157877564430237
food_level2_dial17,6,0.3714718520641327
top25_dial54,1,0.33981558680534363
top25_dial54,2,0.4095703363418579
top25_dial54,3,0.28936558961868286
top25_dial26,1,0.6033462882041931
top25_dial26,2,0.7708426713943481
top25_dial26,3,0.3875308036804199
top25_dial26,4,0.4559043049812317
top25_dial26,5,0.2822340428829193
top25_dial26,6,0.32630476355552673
food_level1_dial18,1,0.9499419331550598
food_level1_dial18,2,0.4526064097881317
food_level1_dial18,3,0.4900045096874237
food_level1_dial18,4,0.6076775193214417
food_level1_dial18,5,0.0757824033498764
food_level1_dial18,6,0.510039746761322
hobby_level3_dial15,1,0.5185000896453857
hobby_level3_dial15,2,0.2515050172805786
hobby_level3_dial15,3,0.42835915088653564
hobby_level3_dial15,4,0.17870528995990753
hobby_level3_dial15,5,0.5695031881332397
hobby_level3_dial15,6,0.24605785310268402
food_level2_dial6,1,0.4135724604129791
food_level2_dial6,2,0.4019606113433838
food_level2_dial6,3,0.528371274471283
food_level2_dial6,4,0.5174270272254944
food_level2_dial6,5,0.2304043024778366
food_level2_dial6,6,0.15794511139392853
hobby_level1_dial21,1,0.5606802105903625
hobby_level1_dial21,2,0.4982675313949585
hobby_level1_dial21,3,0.5385262370109558
hobby_level1_dial21,4,0.4008379280567169
hobby_level1_dial21,5,0.4804214835166931
hobby_level1_dial21,6,0.5164351463317871
food_level3_dial35,1,0.5062987804412842
food_level3_dial35,2,0.3892003893852234
food_level3_dial35,3,0.29281550645828247
food_level3_dial35,4,0.4113723635673523
food_level3_dial35,5,0.2175212949514389
food_level3_dial35,6,0.4972696304321289
hobby_level3_dial16,1,0.5362867712974548
hobby_level3_dial16,2,0.5118288993835449
hobby_level3_dial16,3,0.6911987662315369
hobby_level3_dial16,4,0.3048959970474243
hobby_level3_dial16,5,0.4474106431007385
hobby_level3_dial16,6,0.4672175645828247
hobby_level3_dial6,1,0.2717444896697998
hobby_level3_dial6,2,0.34942877292633057
hobby_level3_dial6,3,0.34947672486305237
hobby_level3_dial6,4,0.5174130201339722
hobby_level3_dial6,5,0.33230704069137573
hobby_level3_dial6,6,0.4642949104309082
food_level2_dial7,1,0.37654030323028564
food_level2_dial7,2,0.3883073925971985
food_level2_dial7,3,0.45238345861434937
food_level2_dial7,4,0.32457345724105835
food_level2_dial7,5,0.39342033863067627
food_level2_dial7,6,0.47668713331222534
hobby_level1_dial22,1,0.1985657960176468
hobby_level1_dial22,2,0.26494845747947693
hobby_level1_dial22,3,0.6158343553543091
hobby_level1_dial22,4,0.33242037892341614
hobby_level1_dial22,5,0.20158760249614716
hobby_level1_dial22,6,0.26943427324295044
food_level1_dial19,1,0.7204045653343201
food_level1_dial19,2,0.8796100616455078
food_level1_dial19,3,0.824149489402771
food_level1_dial19,4,0.5402860045433044
top25_dial55,1,0.4124493896961212
top25_dial55,2,0.2522580325603485
top25_dial55,3,0.45974618196487427
top25_dial55,4,0.1391686201095581
top25_dial55,5,0.4112004041671753
top25_dial55,6,0.23574617505073547
food_level3_dial36,1,0.4297430217266083
food_level3_dial36,2,0.4036450684070587
food_level3_dial36,3,0.24426980316638947
food_level3_dial36,4,0.3776403069496155
food_level3_dial36,5,0.35381773114204407
food_level3_dial36,6,0.16632835566997528
hobby_level3_dial17,1,0.32527634501457214
hobby_level3_dial17,2,0.28917166590690613
hobby_level3_dial17,3,0.5326073169708252
hobby_level3_dial17,4,0.24214400351047516
hobby_level3_dial17,5,0.3886111378669739
hobby_level3_dial17,6,0.2849709689617157
hobby_level1_dial23,1,0.4814850091934204
hobby_level1_dial23,2,0.3264901340007782
hobby_level1_dial23,3,0.5177579522132874
hobby_level1_dial23,4,0.28804051876068115
hobby_level1_dial23,5,0.539321780204773
hobby_level1_dial23,6,0.4715133607387543
hobby_level3_dial7,1,0.5064175724983215
hobby_level3_dial7,2,0.4088135361671448
hobby_level3_dial7,3,0.30906951427459717
hobby_level3_dial7,4,0.45532509684562683
hobby_level3_dial7,5,0.5675469040870667
hobby_level3_dial7,6,0.3916722536087036
food_level2_dial8,1,0.42026394605636597
food_level2_dial8,2,0.4291669428348541
food_level2_dial8,3,0.4208892583847046
food_level2_dial8,4,0.4367506206035614
food_level2_dial8,5,0.34328052401542664
food_level2_dial8,6,0.6192694902420044
top25_dial27,1,0.37053388357162476
top25_dial27,2,0.30670714378356934
top25_dial27,3,0.4641590416431427
top25_dial27,4,0.26241204142570496
top25_dial27,5,0.31885290145874023
top25_dial27,6,0.4238584637641907
food_level2_dial9,1,0.44557085633277893
food_level2_dial9,2,0.3648349940776825
food_level2_dial9,3,0.4122251570224762
food_level2_dial9,4,0.4907919764518738
food_level2_dial9,5,0.5339810848236084
food_level2_dial9,6,0.33317306637763977
hobby_level2_dial24,1,0.48508769273757935
hobby_level2_dial24,2,0.23257385194301605
hobby_level2_dial24,3,0.07394067943096161
hobby_level2_dial24,4,0.31334686279296875
hobby_level2_dial24,5,0.3525182008743286
hobby_level2_dial24,6,0.37972408533096313
hobby_level2_dial24,7,0.22431820631027222
hobby_level1_dial3,1,0.4780310094356537
hobby_level1_dial3,2,0.3367922306060791
hobby_level1_dial3,3,0.228887677192688
hobby_level1_dial3,4,0.36728572845458984
hobby_level1_dial3,5,0.3850878179073334
hobby_level1_dial3,6,0.23908700048923492
food_level1_dial2,1,0.604142427444458
food_level1_dial2,2,0.13005352020263672
food_level1_dial2,3,0.5203455686569214
food_level1_dial2,4,0.6465890407562256
food_level1_dial2,5,0.817832350730896
food_level1_dial2,6,0.5245496034622192
food_level1_dial2,7,0.2607106566429138
food_level2_dial19,1,0.6879281401634216
food_level2_dial19,2,0.842430591583252
food_level2_dial19,3,0.8097360730171204
food_level2_dial19,4,0.46971794962882996
food_level2_dial19,5,0.4375765919685364
food_level2_dial19,6,0.2401491403579712
hobby_level2_dial25,1,0.34541958570480347
hobby_level2_dial25,2,0.42579013109207153
hobby_level2_dial25,3,0.4291677176952362
hobby_level2_dial25,4,0.4089915454387665
hobby_level2_dial25,5,0.1871473640203476
hobby_level2_dial25,6,0.4423704445362091
hobby_level3_dial18,1,0.24637703597545624
hobby_level3_dial18,2,0.429075688123703
hobby_level3_dial18,3,0.5345742106437683
hobby_level3_dial18,4,0.504777193069458
hobby_level3_dial18,5,0.49280792474746704
hobby_level3_dial18,6,0.21705840528011322
food_level3_dial37,1,0.47143644094467163
food_level3_dial37,2,0.5161017775535583
food_level3_dial37,3,0.36863279342651367
food_level3_dial37,4,0.3885882794857025
food_level3_dial37,5,0.17659695446491241
food_level3_dial37,6,0.33847683668136597
hobby_level3_dial8,1,0.5953614115715027
hobby_level3_dial8,2,0.3499736785888672
hobby_level3_dial8,3,0.4685603380203247
hobby_level3_dial8,4,0.27221015095710754
hobby_level3_dial8,5,0.42603790760040283
hobby_level3_dial8,6,0.2880036234855652
food_level3_dial38,1,0.37722867727279663
food_level3_dial38,2,0.38920509815216064
food_level3_dial38,3,0.2954525053501129
food_level3_dial38,4,0.5763149857521057
food_level3_dial38,5,0.8937244415283203
food_level3_dial38,6,0.6031340956687927
top25_dial56,1,0.5461148023605347
top25_dial56,2,0.5345518589019775
top25_dial56,3,0.4354458451271057
top25_dial56,4,0.4738651514053345
top25_dial56,5,0.5144513249397278
top25_dial56,6,0.3863643705844879
top25_dial28,1,0.5320745706558228
top25_dial28,2,0.5241358280181885
top25_dial28,3,0.40785712003707886
top25_dial28,4,0.6150985360145569
top25_dial28,5,0.35689711570739746
top25_dial28,6,0.20707814395427704
top25_dial28,7,0.22112451493740082
hobby_level1_dial4,1,0.33493363857269287
hobby_level1_dial4,2,0.5200872421264648
hobby_level1_dial4,3,0.5015503168106079
hobby_level1_dial4,4,0.4965914785861969
hobby_level1_dial4,5,0.5077303647994995
hobby_level1_dial4,6,0.5753556489944458
hobby_level1_dial4,7,0.5282718539237976
hobby_level3_dial9,1,0.6914554238319397
hobby_level3_dial9,2,0.446423202753067
hobby_level3_dial9,3,0.40666013956069946
hobby_level3_dial19,1,0.6592255234718323
hobby_level3_dial19,2,0.43796342611312866
hobby_level3_dial19,3,0.592128574848175
hobby_level3_dial19,4,0.1597217470407486
hobby_level3_dial19,5,0.3583254814147949
hobby_level3_dial19,6,0.5062811374664307
hobby_level3_dial19,7,0.30603793263435364
hobby_level2_dial26,1,0.6250064969062805
hobby_level2_dial26,2,0.5497128367424011
hobby_level2_dial26,3,0.5500760078430176
hobby_level2_dial26,4,0.3182714581489563
hobby_level2_dial26,5,0.15821819007396698
hobby_level2_dial26,6,0.410167396068573
food_level2_dial2,1,0.4455094635486603
food_level2_dial2,2,0.5159556269645691
food_level2_dial2,3,0.005166731774806976
food_level2_dial2,4,0.44716084003448486
food_level2_dial2,5,0.25992774963378906
food_level2_dial2,6,0.42673179507255554
hobby_level2_dial27,1,0.8449746370315552
hobby_level2_dial27,2,0.6960055232048035
hobby_level2_dial27,3,0.8316341638565063
hobby_level2_dial27,4,0.40074753761291504
hobby_level2_dial27,5,0.532580554485321
hobby_level2_dial27,6,0.38052260875701904
food_level1_dial20,1,0.47794392704963684
food_level1_dial20,2,0.40312421321868896
food_level1_dial20,3,0.3170251250267029
food_level1_dial20,4,0.5462314486503601
food_level1_dial20,5,0.5098845362663269
food_level1_dial20,6,0.57535719871521
hobby_level3_dial2,1,0.33800506591796875
hobby_level3_dial2,2,0.5621246695518494
hobby_level3_dial2,3,0.6616093516349792
hobby_level3_dial2,4,0.4864959418773651
hobby_level3_dial2,5,0.3920300304889679
hobby_level3_dial2,6,-0.031087249517440796
food_level2_dial20,1,0.5555020570755005
food_level2_dial20,2,0.33673331141471863
food_level2_dial20,3,0.37144261598587036
top25_dial29,1,0.4764103889465332
top25_dial29,2,0.44686511158943176
top25_dial29,3,0.5466715097427368
top25_dial29,4,0.3595351576805115
top25_dial29,5,0.18757973611354828
top25_dial29,6,0.07205954194068909
food_level3_dial1,1,0.19664780795574188
food_level3_dial1,2,0.16997762024402618
food_level3_dial1,3,0.3529093861579895
food_level3_dial1,4,0.2600174844264984
food_level3_dial1,5,0.2832929790019989
food_level3_dial1,6,0.17375284433364868
hobby_level3_dial20,1,0.7046241164207458
hobby_level3_dial20,2,0.4181869924068451
hobby_level3_dial20,3,0.570932924747467
hobby_level3_dial20,4,0.4983817934989929
hobby_level3_dial20,5,0.763988196849823
hobby_level3_dial20,6,0.5926594138145447
top25_dial57,1,0.5161104202270508
top25_dial57,2,0.4330448508262634
top25_dial57,3,0.4116559624671936
top25_dial57,4,0.477342426776886
top25_dial57,5,0.41080915927886963
top25_dial57,6,0.3765786290168762
food_level1_dial21,1,0.47571462392807007
food_level1_dial21,2,0.6009294390678406
food_level1_dial21,3,0.38517504930496216
food_level1_dial21,4,0.6576396822929382
food_level1_dial21,5,0.4683755934238434
food_level1_dial21,6,0.4798193871974945
hobby_level2_dial28,1,0.5485753417015076
hobby_level2_dial28,2,0.3031157851219177
hobby_level2_dial28,3,0.47436296939849854
hobby_level2_dial28,4,0.35919663310050964
hobby_level2_dial28,5,0.36359456181526184
hobby_level2_dial28,6,0.5614243745803833
top25_dial3,1,0.5448625683784485
top25_dial3,2,0.3510218560695648
top25_dial3,3,0.44078975915908813
top25_dial3,4,0.34665241837501526
top25_dial3,5,0.2712748646736145
top25_dial3,6,0.25644350051879883
top25_dial3,7,0.32052165269851685
food_level3_dial4,1,0.07340569794178009
food_level3_dial4,2,0.2693173885345459
food_level3_dial4,3,0.29824045300483704
food_level3_dial4,4,0.5719979405403137
food_level3_dial4,5,0.36154189705848694
food_level3_dial4,6,0.30127203464508057
top25_dial1,1,0.4880087971687317
top25_dial1,2,0.2382386028766632
top25_dial1,3,0.3738938570022583
top25_dial1,4,0.25793758034706116
top25_dial1,5,0.2658563256263733
top25_dial1,6,0.19533216953277588
food_level2_dial21,1,0.4468783140182495
food_level2_dial21,2,0.44508227705955505
food_level2_dial21,3,0.21030406653881073
food_level2_dial21,4,0.48189282417297363
food_level2_dial21,5,0.5913780927658081
food_level2_dial21,6,0.4071323275566101
hobby_level3_dial21,1,0.21091784536838531
hobby_level3_dial21,2,0.4100290834903717
hobby_level3_dial21,3,0.5459924936294556
hobby_level3_dial21,4,0.5424934029579163
hobby_level3_dial21,5,0.5142329335212708
hobby_level3_dial21,6,0.3748888671398163
hobby_level1_dial6,1,0.24284036457538605
hobby_level1_dial6,2,0.24273285269737244
hobby_level1_dial6,3,0.30092355608940125
hobby_level1_dial6,4,-0.009453602135181427
hobby_level1_dial6,5,0.426556795835495
hobby_level1_dial6,6,0.32221776247024536
food_level1_dial22,1,0.31943655014038086
food_level1_dial22,2,0.53505939245224
food_level1_dial22,3,0.7128260135650635
food_level1_dial22,4,0.5070927143096924
food_level1_dial22,5,0.40515851974487305
food_level1_dial22,6,0.4134352207183838
hobby_level3_dial22,1,0.2640564441680908
hobby_level3_dial22,2,0.30435681343078613
hobby_level3_dial22,3,0.603603720664978
hobby_level3_dial22,4,0.3735175132751465
food_level1_dial23,1,0.17967009544372559
food_level1_dial23,2,0.41000887751579285
food_level1_dial23,3,0.7274377942085266
food_level1_dial23,4,0.63761967420578
food_level1_dial23,5,0.48022016882896423
food_level1_dial23,6,0.568415105342865
food_level2_dial22,1,0.6901645064353943
food_level2_dial22,2,0.6562999486923218
food_level2_dial22,3,0.5407212376594543
food_level2_dial22,4,0.4821228086948395
food_level2_dial22,5,0.6159707903862
food_level2_dial22,6,0.32976609468460083
hobby_level2_dial29,1,0.4620365500450134
hobby_level2_dial29,2,0.4775409400463104
hobby_level2_dial29,3,0.6101365685462952
hobby_level2_dial29,4,0.6464088559150696
hobby_level2_dial29,5,0.1820000559091568
hobby_level2_dial29,6,0.48242130875587463
hobby_level3_dial23,1,0.38193565607070923
